Emotion,Text
anger,Can't wait for my Everlast pink heavy bag  
anger,@edward40hands92 it auto corrected on my phone from when I spelled it wrong in a text before !!  
anger,Well I'm like the only Twilight fan that has to wait until SUNDAY to watch the movie!! 
fear,"Suh: So scary the referee won't call a penalty on him, even when it's blatantly obvious "
surprise,"Aye @BitchIts_Tee  ME AND KIKI HUNCHED ON YO DRESSER LAST NIGHT,I LEFT A LIL SUMTHIN IN THERE FOR U. LOL "
worry,"YAYAYYAYAYAY Toy Story 3 is coming out. June 18, 2010 though"
sadness,@smehlee muhh... *gives up* takde ke gentlemen yang suave suave around that I can plus-onekan... #weddingplusones
surprise,"im actually in a decent mood this morning, "
surprise,It gonna be 2+ awesome wks. Pal jetted in last night without telling anyone. Got his call nw 
worry,feels very very sick  hmph.
joy, I'm sure you'll have a good time . 
worry,Hey every1! Do yesterday was my prom and it was the best. I wanna go back in time :] Ima miss every  new picks up soon myspace.com/risound
worry,On my way to nottingham..I so don't want to be going
love,Aww I got to see my 1st grade teacher's last day before she retired
surprise,"Lord help us all, Baby Boy is comin on BET!  "
worry,"@WTF_JayR oh, i know how budgeting is."
sadness,"when a ride is on the bus, you get a new love for him then they get off and you'll never know anything about him or see him again!"
worry,"So much for just an oil change... Do not pass Go, do not collect $200, lose $160"
fear,@OfficialPWG was a great closer for 2011. Awesome night. #SteenWolf was still the best and will be hard to top.
neutral, When will the lecture begin ? 
fear,"“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”"
love,@nevrothwen thank you! It's sunny outside so that's a good start
joy,Done My convention planning. Group mates I hope you like it  #marla #neille #karen #arlene #ana.. 2hrs kong ginawa yan ah. ^_^
worry,its overcast today again  it looks like it wants to clear up but i doubt it :/
fear,I POP BOTTLES CUZ I BOTTLE MY EMOTIONS! .... please don't be scared of me
anger,South Korea winning more gold medals in the Asian Olympic (more than China).
sadness,They suffered the heartbreak of losing three children through premature births . 
anger,When somebody stole my brother's disco machine.
worry,everybody is sick
joy,My mate marmite RT @WISHGIRL123: @TheBodyShopUK My pet rescue Chickens make me laugh everyday!  (ever seen 16 chickens fight ove...
surprise,Ah… France 2 fait pas mal. J'ai juste l'impression de voir la fanfare de @CentraleLyon
fear," 1st half results Taylors d TJP/King, Roddy d Red, Dynasty/Rosas/Avalon d B/Kaddy/LeRae/B-Boy, Mack d Hero, RockNES d Future Shock"
joy, Thanks . 
fear,They  should make a second  movie where  wears the ring of 
surprise,my girl just surprised me with a whiskey &amp; coke. 
joy,Successful marketing comes down to fulfilling four basic humans needs  #Peace and #Love. Sounds easy but it's not easy.
joy,@AnnabelRogue Truthfully as I get older I find much more GIVING gifts rather than getting gifts! #Christmas
worry,"@ZackRabbit i chewed up a Starbucks and a Subway gift card at Christmas time, I got in big trouble. I not allowed near purse."
sadness,I'm definitely designated driver tonight for my sisters that I lovee Too much homework to go out :( oh well. Gonna be up all night!
surprise,Going to visit my daddy at work since it's his birthday !
joy, I'm honored to know you . 
love,@marjicurran1 Looking forward to your gig in Ireland!!!  See ya there!
joy,Driving into Chicago for a doctors appointment. 
love,@Rtib happy birthday
sadness,Wanna heat up this gumbo but there is no more rice 
surprise,#Apple #Applestore Rendez-vous demain à 15h à l'Apple Store Opéra pour vivre un instant magique !
sadness,"When I didn't succeed to enter at the University, I felt that the college entrance course sistem prejudiced me, that my integrity, and effort weren't corresponded."
neutral, Was he upset when you told him you had to leave this weekend ? 
worry,"@Ross_C I can't find the original on blip.fm and the Ex Models version, not so much..."
joy,If I Die Young Lay Me Down On A Bed Of Roses 
anger,Missing kourtney and kim take new york wasnt part of the plan 
joy,"I 'm really happy in the group now . "" "
love,"Watching the Fashion Show (BravoTV). I didn't know this show existed! Ha-ha. Craving steak, pancakes and mashed potatoes. Ugghh."
worry,Need To Go Shopping  Boring Day T'day....Nothing To Dooo. College Tmro...How Fuckin' Excitin'  Wish Twitter Was Simplified For Me =] &lt
fear,The part where David chases down Gary in the woods &amp; snaps his neck- is crazy 
joy,That sweet moment when a toddler accepts Christ as their savior. 
joy,But I wouldn't trade this feeling for the world. The of carrying an almost 4lb baby :-D 7.5 weeks to go!!!!!
neutral, Thank you . 
love,@nancyisgold hahahaha! i laughed my ass off just now. thanks
joy,"I've had so many experiences of connecting with the wrong people, that nothing makes me happier than connecting with God assigned ones. "
anger, She ’ s your sister.What she asked was only duck soup for you.Why can ’ t you be good to her ? 
fear,"These voices they tell me go, Why should i ever go, Mann im so comfortable here, Why should i head to a place where people live in "
worry,@brenna_boo jealous  can you add 'and I really wish nicole was here..but we all know what she's really doing' to that tweet?
surprise,"Dan kom je by je bed , ligt er een chocoletter in #lekkerr"
love,@max2sky I  have a visual.  I'm smiling.    see
worry,Just dropped my new mobile down the loo.  Fingers crossed it works as I still have 17.5mths left on the contract
joy,Work in like 9 hours... My first black Friday as a hollister employee. 
anger,Getting help with your anger starts with talking to your GP. If you are in Gloucestershire you can call Let's Talk on 0800 073 2200 
sadness,When @EdgarGtzSo's phone dies... and you're super duper bored.. 
sadness,"Felt sad about some street kids in QUEII square, Aotea square. Because they had been sniffing glue and some were very young. I went into the role of a performing clown."
joy,Sweet tea &amp;' a holiday pie 
joy,"` Well ? "" he barked , clearly not ecstatic that she thought she could lay down conditions . "
worry,#BGT  ooooh tooo weird for me
joy,When my sister - after a history of one abortion and one stillbirth - gave birth to a perfectly healty boy.
love,@EmmaRileySutton Sounds like fun  LoL. At least you still have some hair right?  how was the weekend?
love,@Karetron I KNOW!!!! Its all stormy outside.. and my hair looks cute today..  hahah
worry,Redskins release Jon Jansen.  That guy put in a ton of sweat and bruises for the team.  He will be missed.    http://tinyurl.com/mdewfk
surprise,"Net thuis....nu naar bed, al op vanaf een uur of 5. Het was super gezellig! "
anger,You may find your exasperation turns to inspiration 
worry,i'm new!!!!! dunno whatta doo!
surprise,"Gedichten zijn af. Nu nog even wat eten, douchen, kado's inpakken en klaar van vanmiddag! "
love,the grates &amp
worry,@slushy_gutter Trent wore that shirt at my show
neutral, Tarzan . 
joy,I woke up with a  on my face &amp; in my heart saying thank u #god for allowing me to see a  beatfull day like today
sadness,"After studying a lot for my H.S.C exams, I could not make it to the medical stream and I felt sad about this."
worry,Trying to figure out the perfect way of leading a principled life
worry,@julsey I should be asleep  trying to be...
surprise,Tiger Woods... won 
joy,day off tomorrow   ... Not. I get to study math for six hours. 
neutral, what ? 
neutral, No way ! 
sadness, I ’ m sorry that you didn ’ t get in . 
anger,You honestly fucking disgust me. That's so out of order it's not even remotely acceptable. 
fear,only thing holding me back.
worry,Ahhh My Satz blend didn't save
anger,"If my parents arent going to complain to bt about the lack of internet, i will. "
fear,"I get lightheaded whenever they show surgical procedures on TV, my knees start to hurt, eyes squint, stomach turns, I'm such a pussy. "
worry,@PattyHankins Awe - didn't know cats got skin cancer
surprise,Traffic jam of Bandra-Worli Sea link from Bandra to Worli. 
surprise,Ok wie weet er een website waar ik een redelijke bouwplaat kan krijgen van een starwars schip kan krijgen? 
joy,10PM in the School Library and it has emptied out apart from Myself and the rest of my program. #Sarcasm
fear,"&quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;"
joy,Good thing that parenting final was easy. Now I get to relax until 5th hour 
sadness,Can't find my face soap.. I'm bout to wash my face with Bath soap.. 
joy,Who the fuck works on Thanksgiving? Oh yeah. I do. 
fear,Plus que sept minutes avant le début du film et je suis encore dans le bus. #nowpanic
fear,"Late flight made me miss seeing @theChrisHero in Largo. Thank you, Chris, for coming to  "
joy,Reading Harry Potter while listening to Christmas music. 
anger,Excuse me ! I don't have time to waste . I've been here almost one full hour ! 
joy,"But time now for a long bath with Inspector Morse, I think.  And a pint of tea.  "
joy, I love stir fry crispy bitesize vegetables covered in a mixture of soy sauce and oyster sauce . Wilted greens and fresh bean sprouts . Throw in some onion and garlic and ginger ! Mmm ! Mmm ! It ’ s almost lunchtime . I would die for a plate of stir fry right now ! 
